,ax,ay,az,gx,gy,gz,mx,my,mz
11:06:30:30,-0.7993927,-0.9474945,10.577835,0.3852539,-0.0741272,2.073532,24.150085,-11.099243,-272.99957
11:06:30:31,-0.986145,-1.1079102,10.726288,0.3852539,-0.041107178,2.0074768,,,
11:06:30:32,-1.2016144,-1.3257751,10.93219,0.39164734,0.029205322,1.9669952,25.050354,-10.2005005,-274.20044
11:06:30:33,-1.2207794,-1.388031,11.001617,0.4118805,0.13146973,1.9414368,,,
11:06:30:34,-1.2710571,-1.3904266,10.841202,0.4321289,0.19857788,1.9222565,26.400757,-10.800171,-275.1007
11:06:30:35,-1.4242859,-1.3688812,10.496445,0.44917297,0.19644165,1.896698,,,
11:06:30:36,-1.6325684,-1.3712616,10.228287,0.4555664,0.18365479,1.8881683,27.450562,-9.300232,-275.8499
11:06:30:37,-1.7714386,-1.4646454,9.950562,0.4406433,0.18153381,1.8934937,,,
11:06:30:38,-1.8600311,-1.4694366,9.842819,0.42253113,0.19325256,1.9020233,,,
11:06:30:39,-1.7714386,-1.4287262,9.806915,0.3607483,0.26568604,1.9446259,27.900696,-8.850098,-275.1007
11:06:30:40,-1.7020111,-1.4071808,9.84761,0.34477234,0.28805542,1.9584808,,,
11:06:30:41,-1.6134186,-1.3975983,10.098999,0.35116577,0.35090637,1.9883118,29.699707,-8.5494995,-275.54932
11:06:30:42,-1.5679321,-1.4191589,9.976898,0.3895111,0.35411072,2.025589,33.000183,-8.700562,-275.39978
11:06:30:43,-1.5487823,-1.3592987,9.826065,0.4086914,0.35516357,2.0437012,,,
11:06:30:44,-1.0795135,-0.98101807,9.363983,0.42253113,0.29763794,2.0820465,35.549927,-10.499573,-276.4496
11:06:30:45,-0.73713684,-0.79426575,8.89711,0.38311768,0.28379822,2.073532,,,
11:06:30:46,-0.49772644,-0.55244446,8.624176,0.2861786,0.2827301,2.0319824,36.00006,-10.2005005,-275.39978
11:06:30:47,-0.40434265,-0.36810303,8.830078,0.13917542,0.2869873,1.978714,,,
11:06:30:48,-0.39717102,-0.34176636,9.13414,0.06034851,0.3050995,1.9520874,,,
11:06:30:49,-0.6509552,-0.6147003,10.386307,-0.13459778,0.44252014,1.898819,37.5,-8.700562,-276.1505
11:06:30:50,-0.6988373,-0.8828583,11.288925,-0.19638062,0.5895233,1.9030762,,,
11:06:30:51,-0.6413727,-1.119873,11.916199,-0.18998718,0.74612427,1.9350433,39.59961,-10.049438,-276.60065
11:06:30:52,-0.62461853,-1.198883,12.11731,-0.17082214,0.82281494,1.9552765,,,
11:06:30:53,-0.670105,-1.4191589,12.055069,-0.039794922,0.98687744,2.056488,41.85028,-9.599304,-277.04926
11:06:30:54,-0.44026184,-1.4143677,11.633682,0.068862915,0.94851685,2.1278534,,,
11:06:30:55,-0.16253662,-1.3114166,10.822052,0.1615448,0.853714,2.1800537,44.25049,-9.750366,-276.1505
11:06:30:56,0.13195801,-1.2922668,10.187592,0.19989014,0.71842957,2.2077484,49.349976,-10.049438,-277.34985
11:06:30:57,0.30194092,-1.3114166,9.505234,0.17858887,0.6033783,2.2216034,,,
11:06:30:58,0.349823,-1.3473206,9.352005,0.1253357,0.5330658,2.2290497,49.349976,-13.349915,-275.54932
11:06:30:59,0.3905182,-1.4813995,9.196381,0.031585693,0.48832703,2.234375,,,
11:06:30:60,0.25645447,-1.5771637,9.225113,-0.07600403,0.49046326,2.2439728,50.849915,-12.600708,-275.8499
11:06:30:62,0.349823,-1.787857,10.063095,-0.23260498,0.55010986,2.2876434,52.949524,-14.700317,-275.70038
11:06:30:63,0.33546448,-1.8955994,10.362366,-0.23686218,0.60549927,2.3100128,,,
11:06:30:64,0.26602173,-1.9841766,10.350388,-0.20916748,0.6395874,2.345169,53.100586,-14.399719,-275.8499
11:06:30:65,0.38813782,-1.953064,10.101395,-0.15589905,0.6630249,2.394165,,,
11:06:30:66,0.58206177,-1.9291229,9.943375,-0.12713623,0.67155457,2.4165344,,,
11:06:30:67,0.99386597,-1.6585693,9.0407715,-0.06428528,0.67474365,2.4421082,56.5506,-15.899658,-274.4995
11:06:30:68,1.0680847,-1.5747681,8.710358,-0.05256653,0.66941833,2.44104,,,
11:06:30:69,1.2261047,-1.230011,7.621002,-0.07814026,0.59484863,2.4016266,59.10034,-16.65039,-272.99957
11:06:30:70,0.89331055,-1.1581879,7.3624268,-0.15164185,0.52560425,2.3664703,60.450745,-17.700195,-274.20044
11:06:30:71,0.88612366,-1.1533966,7.4174957,-0.22727966,0.47128296,2.3568878,,,
11:06:30:72,0.90766907,-1.0384674,7.5874786,-0.29118347,0.42333984,2.3387756,,,
11:06:30:73,0.82865906,-0.95228577,7.8029633,-0.3401947,0.3711548,2.312149,63.150024,-19.799805,-272.0993
11:06:30:74,0.7352905,-0.8900299,8.016052,-0.38067627,0.31788635,2.28125,62.249756,-20.100403,-272.25037
11:06:30:75,0.5413666,-0.88046265,8.202789,-0.4094391,0.28805542,2.2556915,,,
11:06:30:76,0.36657715,-0.9044037,8.353622,-0.43499756,0.26249695,2.2439728,63.150024,-23.249817,-271.3501
11:06:30:77,0.39291382,-0.7056732,8.600235,-0.4648285,0.23373413,2.2397003,,,
11:06:30:78,0.59402466,-0.585968,8.865982,-0.48187256,0.19111633,2.2365112,,,
11:06:30:79,0.720932,-0.5332947,8.9904785,-0.48719788,0.1485138,2.2141418,64.05029,-23.399353,-270.75043
11:06:30:80,0.8813324,-0.45188904,9.031189,,,,,,
11:06:30:81,1.393692,-0.0736084,9.318497,-0.47547913,0.06329346,2.1182709,64.50043,-23.849487,-271.49963
11:06:30:82,1.5971985,0.07962036,9.442993,-0.47122192,0.03665161,2.0330505,,,
11:06:30:83,1.6235352,0.1322937,9.502838,-0.46801758,0.05050659,1.9233246,64.95056,-25.500488,-270.59937
11:06:30:84,1.4391785,0.14665222,9.636917,-0.474411,0.103759766,1.8114777,,,
11:06:30:85,,,,-0.47973633,0.1335907,1.7592773,63.900757,-25.79956,-270.59937
11:06:30:86,0.6778259,-0.15740967,10.67601,-0.49465942,0.21669006,1.627182,,,
11:06:30:87,0.5653076,-0.25556946,10.960907,-0.4467163,0.26568604,1.594162,64.7995,-28.9505,-269.9997
11:06:30:88,0.4695282,-0.26992798,11.181183,-0.27520752,0.28912354,1.5749817,,,
11:06:30:89,0.74487305,-0.07839966,10.972885,-0.21128845,0.26568604,1.5696564,64.7995,-28.9505,-269.9997
11:06:30:90,,,,-0.15164185,0.23266602,1.5621948,,,
11:06:30:91,1.3506012,0.26637268,10.087036,-0.027008057,0.16235352,1.4961548,66.60004,-28.050232,-269.09943
11:06:30:92,1.4415741,0.36932373,9.938583,-0.013153076,0.1293335,1.4237213,,,
11:06:30:93,1.848587,0.5632477,9.861969,-0.038726807,0.14744568,1.3374329,66.1499,-30.299377,-268.80035
11:06:30:94,,,,-0.057891846,0.17727661,1.2894897,,,
11:06:30:95,1.922821,0.615921,10.180405,-0.11755371,0.29444885,1.1169128,66.29944,-31.199646,-268.49976
11:06:30:96,1.7384644,0.63746643,10.376724,-0.14099121,0.34877014,1.0008087,,,
11:06:30:97,0.93640137,0.29270935,11.300888,-0.11755371,0.36795044,0.893219,64.7995,-32.400513,-267.75055
11:06:30:98,0.70895386,0.1322937,11.571442,-0.081329346,0.37753296,0.88575745,,,
11:06:31:00,0.5461426,0.12750244,11.516373,0.19989014,0.38180542,0.93795776,65.400696,-32.099915,-266.85028
11:06:31:01,0.7472534,0.29748535,11.274551,0.24783325,0.37008667,0.9496765,66.29944,-33.14972,-268.20068
11:06:31:02,1.3434143,0.75,10.443771,0.32347107,0.31256104,0.91770935,,,
11:06:31:03,1.5373535,1.0325165,10.12294,0.31814575,0.28486633,0.88894653,67.05017,-34.199524,-268.20068
11:06:31:04,1.5852356,1.0923615,10.110977,0.23718262,0.22201538,0.766449,,,
11:06:31:05,1.50383,1.0851898,10.252228,0.20202637,0.21029663,0.7206421,66.74957,-35.40039,-266.70074
11:06:31:06,1.120758,0.8553467,11.173996,0.11999512,0.18792725,0.6087799,,,
11:06:31:07,1.0106201,0.77394104,11.442154,0.11361694,0.17727661,0.58428955,66.1499,-38.09967,-265.80048
11:06:31:08,0.7759857,0.54649353,12.093369,0.17326355,0.15916443,0.5288849,,,
11:06:31:09,0.7640228,0.4650879,12.222656,0.20523071,0.14318848,0.51823425,67.34924,-39.300537,-264.75067
11:06:31:11,0.8813324,0.44831848,10.886688,0.3383789,0.16661072,0.48628235,65.400696,-41.09955,-264.30054
11:06:31:12,0.9699249,0.6039429,10.427002,0.31600952,0.16767883,0.46710205,,,
11:06:31:13,0.85020447,0.9965973,9.799728,0.22332764,0.117614746,0.39253235,65.400696,-38.850403,-266.09955
11:06:31:14,0.7233124,0.9870148,9.929016,0.024124146,-0.03578186,0.26789856,,,
11:06:31:15,0.6610718,0.8122406,10.170822,-0.114349365,-0.095443726,0.18481445,66.29944,-40.950012,-264.45007
11:06:31:16,0.58206177,0.75239563,10.585022,-0.25604248,-0.0741272,0.09106445,,,
11:06:31:17,,,,,,,65.69977,-41.549683,-263.5498
11:06:31:18,-0.48814392,0.48184204,11.497208,-0.5223541,0.07394409,-0.08470154,,,
11:06:31:19,-1.0005035,0.26158142,11.978455,-0.570282,0.09843445,-0.10600281,65.69977,-43.35022,-263.25073
11:06:31:20,-2.3173218,-0.78707886,13.496368,-0.55537415,0.14956665,-0.03250122,,,
11:06:31:21,-3.128952,-1.2036743,14.358292,-0.38174438,0.20922852,0.12835693,64.05029,-42.44995,-263.40027
11:06:31:22,-2.9206543,-1.3616943,14.106888,-0.04512024,0.2859192,0.37123108,,,
11:06:31:23,-2.389145,-1.1103058,12.74939,0.30854797,0.2582245,0.5757599,65.400696,-41.549683,-264.75067
11:06:31:24,-1.9462128,-0.74638367,11.7174835,0.46194458,0.21136475,0.6513977,,,
11:06:31:25,-1.0244446,0.17059326,8.803741,0.6877899,-0.07307434,0.73342896,66.1499,-42.149353,-262.5
11:06:31:26,-0.694046,0.5847931,7.1708984,0.64198303,-0.24031067,0.7153168,,,
11:06:31:27,-0.6413727,0.77394104,6.2347565,0.5567627,-0.3020935,0.6886749,,,
11:06:31:28,-0.68685913,0.69732666,6.2946167,0.1572876,-0.32234192,0.623703,65.69977,-44.85016,-262.5
11:06:31:29,-0.7563019,0.43156433,6.7566986,-0.12606812,-0.22007751,0.58428955,64.50043,-46.20056,-261.59973
11:06:31:30,-0.670105,0.30706787,7.8675995,-0.3433838,-0.13804626,0.5704346,,,
11:06:31:31,-0.615036,0.30467224,8.365601,-0.4094391,-0.11035156,0.5544586,64.19983,-46.350098,-261.74927
11:06:31:32,-0.49053955,0.10595703,9.72551,-0.46696472,-0.17427063,0.48841858,,,
11:06:31:33,-0.54081726,-0.061645508,10.6353,-0.40837097,-0.28504944,0.44047546,62.550354,-47.250366,-260.4004
11:06:31:35,-0.33251953,-0.3297882,11.056686,-0.118621826,-0.40116882,0.36909485,63.749695,-47.7005,-261.59973
11:06:31:36,-0.3253479,-0.28190613,10.917816,-0.04937744,-0.41714478,0.34353638,,,
11:06:31:37,-0.43547058,-0.3154297,10.180405,0.068862915,-0.4277954,0.29240417,61.950684,-47.850037,-261.30066
11:06:31:38,-0.43067932,-0.37287903,9.955353,0.08590698,-0.4043579,0.28175354,,,
11:06:31:39,-0.30140686,-0.4494934,9.237091,0.0869751,-0.23286438,0.25299072,61.19995,-46.350098,-261.74927
11:06:31:40,-0.3085785,-0.44711304,8.9857025,0.07846069,-0.16467285,0.24446106,,,
11:06:31:41,-0.19366455,-0.4064026,8.3177185,0.051818848,-0.020874023,0.23168945,61.79962,-46.949768,-260.0998
11:06:31:42,-0.09788513,-0.3585205,7.9537964,0.04862976,0.027069092,0.21569824,,,
11:06:31:43,-0.06677246,-0.25317383,7.73114,0.04437256,-0.007019043,0.1816101,61.19995,-49.349976,-259.95026
11:06:31:44,-0.27267456,-0.3872528,7.6305847,0.047561646,-0.058151245,0.15284729,,,
11:06:31:45,-0.46180725,-0.4447174,7.5707245,0.03477478,-0.06347656,0.145401,60.450745,-48.150635,-259.50012
11:06:31:46,-0.5168762,-0.427948,7.7143707,0.037979126,-0.08052063,0.15605164,,,
11:06:31:47,-0.64616394,-0.45428467,7.9226685,0.045440674,-0.079452515,0.15605164,59.84955,-48.30017,-259.3506
11:06:31:48,-0.5072937,-0.44711304,8.075897,,,,,,
11:06:31:49,0.1151886,-0.30584717,8.5355835,0.11148071,-0.07626343,0.16777039,60.150146,-48.89984,-259.19952
11:06:31:50,0.11279297,-0.14303589,8.48291,0.165802,-0.019805908,0.10810852,,,
11:06:31:51,-0.16253662,0.08441162,8.415878,0.18711853,-0.034713745,0.050582886,57.600403,-49.049377,-259.3506
11:06:31:52,-0.26548767,0.09877014,8.3967285,0.19137573,-0.056030273,0.029281616,,,
11:06:31:53,-0.42829895,0.08441162,8.329681,0.1615448,-0.079452515,-0.019714355,57.15027,-48.89984,-258.45032
11:06:31:54,-0.42111206,0.21369934,8.509247,0.11254883,-0.08905029,-0.036758423,,,
11:06:31:55,-0.30618286,0.39326477,8.710358,0.051818848,-0.07626343,-0.048477173,59.399414,-48.89984,-258.00018
11:06:31:56,-0.19366455,0.56803894,9.014435,-0.016357422,-0.050689697,-0.07298279,,,
11:06:31:57,-0.3373108,0.6207123,9.5794525,-0.079208374,-0.013412476,-0.10493469,57.899475,-50.100708,-256.19965
11:06:31:58,-0.51208496,0.40522766,10.383911,-0.104766846,0.051574707,-0.10493469,,,
11:06:31:60,-0.7682648,0.28552246,11.545105,-0.02168274,0.20709229,-0.064453125,58.94928,-51.150513,-255.90057
11:06:31:61,-0.8065796,0.29508972,11.636078,0.02305603,0.24012756,-0.037826538,,,
11:06:31:62,-0.31336975,0.48423767,11.739029,0.14663696,0.24971008,0.014373779,57.15027,-50.39978,-255.14984
11:06:31:63,-0.08352661,0.62550354,11.758179,0.22120667,0.24012756,0.02609253,56.399536,-50.39978,-255.45044
11:06:31:64,0.15110779,0.61112976,11.48764,0.28405762,0.24012756,0.017562866,,,
11:06:31:65,0.2588501,0.6135254,10.946548,0.31175232,0.22627258,5.187988E-4,57.44934,-52.349854,-254.40063
11:06:31:66,0.3426361,0.5488739,10.563477,0.29364014,0.17727661,-0.023986816,,,
11:06:31:67,0.31629944,0.43156433,10.506012,0.2403717,0.089920044,-0.05168152,58.200073,-51.600647,-253.6499
11:06:31:68,0.3139038,0.3717041,10.611359,0.2084198,0.039855957,-0.060195923,,,
11:06:31:70,0.38334656,0.010192871,11.60495,0.12426758,-0.041107178,-0.078308105,58.799744,-50.99945,-253.50037
11:06:31:71,0.39530945,-0.05206299,11.834793,0.1253357,-0.03578186,-0.07723999,56.399536,-52.349854,-252.6001
11:06:31:72,0.67303467,-0.38246155,11.839584,0.17007446,0.028137207,-0.05593872,,,
11:06:31:73,0.90527344,-0.33218384,11.296097,0.21907043,0.047302246,-0.066589355,57.15027,-52.349854,-252.6001
11:06:31:75,0.83584595,-0.1885376,9.876343,0.1892395,-0.14550781,-0.13050842,56.399536,-51.89972,-250.65002
11:06:31:76,1.120758,-0.06881714,9.392715,0.08590698,-0.20410156,-0.15927124,,,
11:06:31:77,1.3410187,0.05807495,9.220322,,,,,,
11:06:31:78,1.3889008,0.2807312,9.143707,-0.25390625,-0.13272095,-0.3201294,55.34973,-51.750183,-252.2995
11:06:31:79,1.0704803,0.16342163,9.411865,-0.43499756,-0.019805908,-0.39575195,55.34973,-51.30005,-250.95062
11:06:31:80,0.53897095,-0.013763428,9.907471,-0.57562256,0.11228943,-0.43943787,,,
11:06:31:81,0.11758423,-0.09754944,10.424606,-0.6203613,0.1612854,-0.4490204,,,
11:06:31:82,-0.35406494,-0.24838257,10.977676,-0.62568665,0.2273407,-0.4223938,55.9494,-51.150513,-250.34943
11:06:31:83,-0.536026,-0.37287903,11.114136,-0.5852051,0.22094727,-0.39042664,,,
11:06:31:84,-0.5456085,-0.53089905,11.284134,-0.3678894,0.16342163,-0.250885,56.100464,-49.49951,-249.45068
11:06:31:85,-0.35646057,-0.46626282,11.135696,-0.27946472,0.13146973,-0.20933533,,,
11:06:31:86,0.26123047,-0.0736084,9.993652,-0.032333374,0.008956909,-0.13902283,55.9494,-50.849915,-250.34943
11:06:31:87,0.47911072,0.0030059814,9.46933,0.018798828,-0.04536438,-0.13157654,,,
11:06:31:88,0.85020447,0.29988098,8.095047,0.042236328,-0.17959595,-0.14434814,56.399536,-49.650574,-248.84949
11:06:31:89,1.1231537,0.3884735,7.781418,-0.029129028,-0.23286438,-0.17631531,56.100464,-48.750305,-249.00055
11:06:31:90,1.4439697,0.38368225,7.644943,-0.1441803,-0.25735474,-0.22531128,,,
11:06:31:91,1.393692,0.31903076,7.9849243,-0.26669312,-0.21687317,-0.29029846,54.299927,-51.750183,-248.24982
11:06:31:92,1.309906,0.2735443,8.236313,-0.3167572,-0.18811035,-0.31906128,,,
11:06:31:93,0.8813324,-0.06404114,9.189209,-0.40516663,-0.13378906,-0.38298035,54.899597,-49.349976,-249.15009
11:06:31:94,0.6754303,-0.12388611,9.577072,-0.40197754,-0.13804626,-0.38935852,,,
11:06:31:95,0.28279114,-0.348938,10.316879,-0.30610657,-0.17852783,-0.3520813,53.250122,-50.100708,-248.10028
11:06:31:96,0.22293091,-0.3657074,10.462921,-0.20703125,-0.19877625,-0.29455566,,,
11:06:31:97,0.49108887,-0.21965027,10.225891,-0.10902405,-0.22219849,-0.23916626,53.100586,-49.49951,-249.45068
11:06:31:98,0.6275482,-0.09754944,10.051117,-0.07493591,-0.23286438,-0.22319031,,,
11:06:31:99,0.725708,0.11074829,9.45256,-0.034454346,-0.27227783,-0.19761658,53.849792,-49.049377,-246.89941
11:06:32:00,0.9100647,0.29508972,9.103012,-0.03126526,-0.25949097,-0.19442749,,,
11:06:32:02,0.7735901,0.36213684,8.502075,-0.05895996,-0.19664001,-0.22212219,54.449463,-49.650574,-248.84949
11:06:32:03,0.69459534,0.39086914,8.38475,-0.055770874,-0.17959595,-0.21998596,,,
11:06:32:04,0.72810364,0.5081787,7.8269043,-0.053634644,-0.20729065,-0.21679688,53.250122,-48.150635,-247.34955
11:06:32:05,0.5916443,0.68774414,8.054352,-0.044052124,-0.23924255,-0.22105408,,,
11:06:32:06,0.8119049,0.67578125,7.980133,-0.028076172,-0.25523376,-0.21572876,52.049255,-49.049377,-247.20001
11:06:32:07,0.9866791,0.87210083,8.303345,-0.017410278,-0.3212738,-0.22531128,52.200317,-47.399902,-245.84961
11:06:32:08,0.73768616,0.94392395,8.83725,0.028396606,-0.19664001,-0.21891785,,,
11:06:32:09,0.3426361,0.809845,9.519608,0.13491821,-0.019805908,-0.14329529,52.949524,-48.599243,-245.84961
11:06:32:10,0.87893677,1.0612335,8.79895,0.1892395,0.15809631,-0.10281372,,,
11:06:32:11,0.96273804,1.1713715,8.411087,0.18179321,0.18260193,-0.0974884,,,
11:06:32:12,0.6060028,1.2743225,7.8316956,0.04862976,0.1335907,-0.13902283,52.49939,-48.599243,-245.24994
11:06:32:13,0.40249634,1.3102417,7.779022,-0.017410278,0.101638794,-0.14009094,,,
11:06:32:14,0.08406067,1.319809,8.32251,-0.2144928,0.066482544,-0.10600281,52.49939,-49.349976,-246.29974
11:06:32:15,0.13673401,1.4107971,8.813309,-0.31036377,0.066482544,-0.07298279,52.200317,-48.599243,-245.55054
11:06:32:16,0.14871216,1.3772736,9.404678,-0.36149597,0.11228943,-0.045288086,,,
11:06:32:17,0.12237549,1.4036102,9.838028,-0.3710785,0.14212036,-0.018661499,52.200317,-48.599243,-245.55054
11:06:32:19,-0.0619812,1.319809,10.347992,-0.28585815,0.19111633,0.04953003,52.49939,-47.399902,-245.55054
11:06:32:20,-0.26548767,1.4275513,10.503616,-0.22195435,0.20603943,0.10810852,,,
11:06:32:21,-0.30618286,1.5855713,10.728683,-0.15803528,0.16555786,0.1688385,,,
11:06:32:23,-0.3085785,1.4874115,11.200333,-0.015289307,0.089920044,0.29666138,49.949646,-47.099304,-243.75
11:06:32:24,-0.13380432,1.441925,11.272156,0.042236328,0.06541443,0.37443542,51.600647,-47.999573,-241.65039
11:06:32:25,-0.0021209717,1.4562836,11.288925,0.10083008,-0.009155273,0.45005798,,,
11:06:32:26,0.24926758,1.4538879,11.20752,0.14237976,-0.12207031,0.5011902,50.849915,-47.250366,-243.4494
11:06:32:27,0.6610718,1.2982635,11.1716,0.16687012,-0.2381897,0.53848267,,,
11:06:32:28,0.97232056,1.2312317,11.353561,0.17112732,-0.35003662,0.55978394,50.849915,-47.250366,-243.4494
11:06:32:29,1.1470947,1.1618042,11.475662,0.16368103,-0.44378662,0.5448761,,,
11:06:32:30,1.369751,1.0420837,11.758179,0.16047668,-0.4746704,0.5065155,48.750305,-47.850037,-241.49933
11:06:32:31,1.1351166,0.84576416,13.012741,0.18817139,-0.419281,0.46498108,,,
11:06:32:32,1.4367981,0.81703186,12.39743,0.28831482,-0.33299255,0.43940735,49.049377,-47.999573,-241.65039
11:06:32:33,1.6426849,0.809845,12.095764,0.3809967,-0.20729065,0.401062,,,
11:06:32:34,1.5852356,0.8912506,11.027954,0.4118805,-0.13272095,0.30625916,,,
11:06:32:35,1.2691956,0.9415283,10.568268,0.32453918,-0.091171265,0.17202759,48.449707,-47.399902,-240.75012
11:06:32:36,,,,,,,47.7005,-48.150635,-239.99939
11:06:32:37,0.9483795,0.912796,10.151672,0.14024353,-0.0741272,0.08255005,,,
11:06:32:38,,,,0.057144165,-0.079452515,0.052719116,47.399902,-47.250366,-238.80005
11:06:32:39,0.69459534,0.6853485,10.568268,-0.22833252,-0.08477783,-0.041030884,,,
11:06:32:40,0.75683594,0.30706787,11.710297,-0.46269226,-0.011276245,-0.13050842,45.899963,-46.949768,-238.04932
11:06:32:41,-0.0619812,-0.28430176,12.71347,-0.5585785,0.10482788,-0.19015503,,,
11:06:32:42,-0.5743408,-0.6841278,13.687912,-0.5500488,0.14105225,-0.16139221,47.7005,-48.150635,-240.44952
11:06:32:43,-0.63897705,-0.92355347,13.999161,-0.43499756,0.26568604,-0.08149719,,,
11:06:32:44,-0.8496704,-1.1940918,14.130844,-0.1953125,0.34664917,0.06336975,45.750427,-46.350098,-237.44965
11:06:32:45,-0.31576538,-1.0432587,13.189911,0.13066101,0.36369324,0.18588257,,,
11:06:32:46,-0.08831787,-0.8876343,12.581787,0.4630127,0.34451294,0.28814697,44.099426,-45.44983,-236.10077
11:06:32:47,0.4192505,-0.43034363,10.819656,0.74531555,0.24118042,0.33288574,,,
11:06:32:48,0.6490936,-0.05206299,9.155685,0.8827362,0.07394409,0.2977295,44.85016,-45.44983,-238.04932
11:06:32:49,0.44319153,0.12031555,7.805359,0.86569214,-0.11248779,0.2476654,,,
11:06:32:50,0.19180298,0.165802,7.1876526,0.7112274,-0.2743988,0.21037292,43.200684,-45.150757,-236.39984
11:06:32:51,-0.1529541,-0.059249878,7.221176,0.48112488,-0.3766632,0.20292664,,,
11:06:32:52,-0.10267639,-0.17416382,7.489319,0.23931885,-0.36494446,0.23168945,45.599365,-43.94989,-235.04944
11:06:32:53,0.15350342,-0.33218384,8.202789,0.024124146,-0.2701416,0.25938416,,,
11:06:32:54,0.41207886,-0.46626282,9.105408,-0.13673401,-0.12953186,0.26257324,44.400024,-43.94989,-235.04944
11:06:32:55,0.47911072,-0.562027,10.316879,-0.20916748,0.021743774,0.25405884,,,
11:06:32:56,0.35940552,-0.6147003,10.520386,-0.19744873,0.16448975,0.2434082,41.85028,-44.700623,-237.30011
11:06:32:57,0.35221863,-0.7679291,10.759796,-0.036590576,0.2859192,0.2519226,,,
11:06:32:58,0.27320862,-0.7128601,10.209137,0.03691101,0.3050995,0.24873352,44.25049,-42.900085,-235.9497
11:06:32:59,0.33546448,-0.53089905,9.512421,0.17539978,0.2859192,0.24659729,,,
11:06:32:60,0.4695282,-0.43273926,8.645721,0.2829895,0.22946167,0.23487854,40.35034,-41.700745,-235.80017
11:06:32:61,0.3282776,-0.38246155,8.004074,0.34690857,0.15809631,0.1816101,,,
11:06:32:62,0.3378601,-0.26036072,7.410309,0.34370422,0.13465881,0.16670227,42.149353,-41.700745,-236.54938
11:06:32:63,0.11039734,-0.26992798,7.032028,0.30322266,0.14105225,0.1219635,,,
11:06:32:64,-0.021270752,-0.27471924,6.9266815,0.24250793,0.1612854,0.11982727,42.75055,-40.800476,-233.70056
11:06:32:65,-0.19606018,-0.17655945,6.596283,0.17007446,0.16448975,0.118759155,,,
11:06:32:66,-0.22479248,-0.11669922,6.52446,0.08911133,0.15489197,0.10810852,42.44995,-39.59961,-234.8999
11:06:32:67,-0.36125183,0.017364502,6.8237305,0.007080078,0.11122131,0.10385132,,,
11:06:32:68,-0.30378723,0.026947021,7.0966797,-0.07600403,0.056900024,0.098526,40.649414,-40.950012,-234.75037
11:06:32:69,-0.36364746,0.06764221,8.063934,-0.11009216,-0.03152466,0.074020386,,,
