,ax,ay,az,gx,gy,gz,mx,my,mz
11:06:27:79,1.4774933,-1.2084656,8.475739,0.22653198,-0.07733154,-1.8935242,,,
11:06:27:80,1.5229797,-1.0863647,8.408691,0.05821228,0.03878784,-1.9872589,63.29956,-17.100525,-269.2505
11:06:27:81,1.5157928,-1.1055145,8.506851,-0.14631653,0.1101532,-2.0756836,,,
11:06:27:82,1.3960876,-1.2132568,8.8276825,-0.35510254,0.15063477,-2.1534424,62.69989,-16.499329,-269.85016
11:06:27:83,1.1829987,-1.36409,9.747055,-0.568161,0.1378479,-2.207779,,,
11:06:27:84,0.99386597,-1.7806702,11.372711,-0.7119751,0.09738159,-2.2088318,63.150024,-15.449524,-269.85016
11:06:27:85,0.86457825,-2.4199219,13.010345,-0.7194214,0.117614746,-2.1491852,,,
11:06:27:86,0.8478241,-2.9562225,14.190689,-0.5958557,0.1847229,-2.034134,,,
11:06:27:87,1.1231537,-3.08313,15.292023,-0.34765625,0.23052979,-1.8743439,59.700012,-14.700317,-267.5995
11:06:27:88,2.353775,-2.8987732,14.700653,0.03265381,0.32746887,-1.7145538,,,
11:06:27:89,2.5022125,-2.7982178,13.996765,0.4033661,0.40524292,-1.6293335,61.19995,-14.700317,-268.35022
11:06:27:90,2.7344513,-2.0464325,11.420593,0.6856537,0.4499817,-1.5622253,,,
11:06:27:91,2.796692,-1.8668671,10.69516,0.84757996,0.4595642,-1.5292053,60.299683,-14.399719,-268.20068
11:06:27:92,2.9044342,-1.2778931,8.530792,0.91789246,0.40524292,-1.5174866,,,
11:06:27:93,2.6075592,-0.8206024,7.6066437,0.89764404,0.32321167,-1.5355835,61.19995,-14.700317,-267.5995
11:06:27:94,2.4471436,-0.8900299,6.766266,0.85183716,0.22627258,-1.5760651,,,
11:06:27:95,1.8270416,-0.7822876,6.5579834,0.7389221,0.043045044,-1.6240082,60.450745,-13.499451,-268.35022
11:06:27:96,1.7145233,-0.7415924,6.6848755,0.5887146,-0.15190125,-1.6463776,,,
11:06:27:97,1.7504272,-0.75834656,6.9266815,0.4640808,-0.2978363,-1.6644897,60.749817,-14.100647,-268.20068
11:06:27:98,1.5062256,-0.9977722,7.281021,0.35435486,-0.4150238,-1.7039032,,,
11:06:27:99,1.6091766,-0.9762268,7.5874786,0.23504639,-0.51834106,-1.7507782,59.84955,-13.650513,-268.49976
11:06:28:00,1.764801,-1.0097504,8.061539,0.031585693,-0.4981079,-1.8402557,,,
11:06:28:01,1.7049408,-1.0695953,8.320114,-0.023803711,-0.43844604,-1.8839264,58.799744,-12.600708,-270.44983
11:06:28:02,1.8102875,-1.0815735,8.85881,-0.106903076,-0.32341003,-1.9723511,,,
11:06:28:03,1.9802704,-1.1725464,9.433411,-0.16654968,-0.23072815,-2.0724792,56.5506,-11.849976,-272.25037
11:06:28:04,1.7767639,-1.1893158,9.668045,-0.17933655,-0.105026245,-2.273819,55.65033,-10.499573,-270.89996
11:06:28:05,1.4798889,-1.2587433,9.557907,-0.1867981,-0.08265686,-2.3963318,,,
11:06:28:06,0.8813324,-1.4718323,9.869156,-0.21235657,-0.12313843,-2.499649,56.5506,-9.300232,-270.44983
11:06:28:07,0.4144745,-1.7279968,10.288147,-0.20596313,-0.17852783,-2.560379,,,
11:06:28:08,0.12716675,-1.9267273,10.93457,-0.17082214,-0.24351501,-2.5848694,,,
11:06:28:09,-0.014099121,-2.0224915,11.19075,-0.13352966,-0.27760315,-2.59021,52.799988,-9.300232,-269.2505
11:06:28:10,-0.27267456,-2.0464325,11.434967,-0.034454346,-0.3212738,-2.5987244,,,
11:06:28:11,-0.3804016,-1.9961548,11.3463745,0.04862976,-0.36175537,-2.592331,52.049255,-7.800293,-269.2505
11:06:28:12,-0.27745056,-1.8549042,11.181183,0.12319946,-0.36494446,-2.5710297,,,
11:06:28:13,-0.07633972,-1.7687073,11.015976,0.1338501,-0.30848694,-2.5614471,49.80011,-8.850098,-269.2505
11:06:28:14,-0.0021209717,-1.6801147,10.922607,0.13491821,-0.25202942,-2.5816803,,,
11:06:28:15,-0.09310913,-1.6178741,10.893875,0.13598633,-0.24351501,-2.5944672,49.80011,-8.850098,-269.2505
11:06:28:16,-0.030853271,-1.6178741,10.79332,0.14556885,-0.22966003,-2.6136322,,,
11:06:28:17,-0.0045166016,-1.4694366,10.474884,0.17326355,-0.21582031,-2.6317444,47.399902,-7.0495605,-269.9997
11:06:28:18,0.06970215,-1.4023895,9.952957,0.19456482,-0.20303345,-2.6583862,,,
11:06:28:19,0.08406067,-1.2707062,9.711136,0.1807251,-0.21582031,-2.686081,46.350098,-5.8502197,-271.0495
11:06:28:20,0.19898987,-1.1557922,9.833252,0.14024353,-0.26374817,-2.7127075,,,
11:06:28:21,0.19419861,-1.1677551,10.154068,0.11254883,-0.32234192,-2.7478638,44.25049,-7.499695,-270.59937
11:06:28:22,0.16786194,-1.1845245,10.534744,0.13171387,-0.4139557,-2.8043213,,,
11:06:28:23,0.25405884,-1.1318512,10.850784,0.16900635,-0.4427185,-2.8415985,43.94989,-5.4000854,-270.15076
11:06:28:24,0.18223572,-1.0049591,11.1045685,0.19137573,-0.4427185,-2.865036,,,
11:06:28:25,-0.14099121,-0.9283447,10.960907,0.24464417,-0.4043579,-2.908722,41.549683,-5.999756,-270.89996
11:06:28:26,-0.16493225,-0.80384827,10.575455,0.27233887,-0.30316162,-2.9033966,,,
11:06:28:27,-0.12184143,-0.7224426,10.412643,0.2638092,-0.19238281,-2.8895416,39.900208,-6.300354,-269.9997
11:06:28:28,-0.06677246,-0.5237274,10.053513,0.2403717,-0.04324341,-2.8937988,,,
11:06:28:29,-0.21281433,-0.40161133,10.027176,0.23292542,-0.01234436,-2.9033966,38.250732,-5.999756,-269.09943
11:06:28:30,-0.43307495,-0.33937073,9.981689,0.23078918,0.018539429,-2.9033966,,,
11:06:28:31,-0.5791321,-0.17895508,9.816483,0.23825073,0.014282227,-2.8937988,35.699463,-7.0495605,-269.9997
11:06:28:32,-0.83291626,-0.10473633,9.665649,0.25422668,-0.03791809,-2.878891,,,
11:06:28:33,-0.68208313,-0.12867737,9.703964,0.26487732,-0.14230347,-2.8415985,34.049988,-7.2006226,-269.85016
11:06:28:34,-0.5336304,-0.17176819,9.761414,0.27233887,-0.2658844,-2.8043213,,,
11:06:28:35,-0.40434265,-0.14065552,9.840424,0.28831482,-0.35961914,-2.7776947,32.699585,-7.800293,-271.80023
11:06:28:36,-0.20083618,0.010192871,9.888306,0.30854797,-0.42886353,-2.769165,,,
11:06:28:37,-0.10507202,-0.020935059,9.869156,0.31707764,-0.45869446,-2.7755585,31.05011,-7.949829,-270.59937
11:06:28:38,-0.10746765,-0.15022278,9.778183,0.29577637,-0.4096985,-2.798996,,,
11:06:28:39,-0.27267456,-0.11431885,9.62735,0.28938293,-0.37026978,-2.8043213,29.699707,-9.599304,-270.75043
11:06:28:40,-0.40434265,-0.12628174,9.5794525,0.26594543,-0.30529785,-2.8117828,,,
11:06:28:41,-0.98854065,-0.35372925,9.5794525,0.24464417,-0.25309753,-2.7968597,28.050232,-10.499573,-270.59937
11:06:28:42,-1.227951,-0.3944397,9.586639,0.24569702,-0.18066406,-2.7148438,,,
11:06:28:43,-1.1513367,-0.27471924,9.598618,0.2627411,-0.17427063,-2.640274,27.2995,-10.499573,-269.85016
11:06:28:44,-0.9143219,-0.10473633,9.502838,0.28938293,-0.1721344,-2.5880737,,,
11:06:28:45,-0.8089752,0.14186096,9.241882,0.30322266,-0.16255188,-2.5720978,25.79956,-13.949585,-270.89996
11:06:28:46,-0.7898102,0.28552246,8.849228,0.31600952,-0.13697815,-2.5284119,,,
11:06:28:47,-0.7898102,0.34298706,8.494888,0.30322266,-0.13058472,-2.5156403,25.79956,-14.250183,-270.15076
11:06:28:48,-1.0483856,0.3597412,8.38475,0.21481323,-0.083724976,-2.4772797,,,
11:06:28:49,-1.2710571,0.4938202,8.518829,0.13171387,-0.0741272,-2.4208221,23.249817,-15.600586,-269.9997
11:06:28:50,-1.314148,0.49621582,8.705582,0.094436646,-0.08691406,-2.3888702,,,
11:06:28:51,-1.6206055,0.38128662,9.407074,0.051818848,-0.1444397,-2.289795,22.50061,-15.899658,-270.75043
11:06:28:52,-1.9342499,0.3094635,9.701569,0.06034851,-0.18385315,-2.1907349,,,
11:06:28:53,-1.9414215,0.33340454,9.914642,0.07739258,-0.2232666,-2.0799408,22.200012,-17.399597,-269.2505
11:06:28:54,-1.8289032,0.35734558,9.94577,0.10295105,-0.25735474,-1.9638214,,,
11:06:28:55,-1.5703278,0.5440979,9.96492,0.1253357,-0.325531,-1.8668823,22.50061,-18.15033,-271.80023
11:06:28:56,-1.3763885,0.62550354,10.098999,0.13917542,-0.39797974,-1.7912598,,,
11:06:28:57,-1.2758331,0.69732666,10.285751,0.14343262,-0.43099976,-1.7315979,21.600342,-19.500732,-269.85016
11:06:28:58,-1.2686615,0.6901398,10.309692,0.15621948,-0.4139557,-1.6793976,,,
11:06:28:59,-1.3045654,0.6733856,10.247437,0.14663696,-0.37773132,-1.6314697,18.600464,-20.249939,-269.85016
11:06:28:60,-1.2926025,0.61112976,10.156464,0.1381073,-0.35429382,-1.6080322,,,
11:06:28:61,-1.44104,0.59916687,10.230682,0.1104126,-0.24884033,-1.5249329,19.500732,-20.100403,-268.49976
11:06:28:62,-1.5296173,0.51297,10.2234955,0.11254883,-0.18811035,-1.4567566,,,
11:06:28:63,-1.6421509,0.4938202,10.031967,0.1338501,-0.1359253,-1.3715363,19.200134,-21.150208,-269.2505
11:06:28:64,-1.6780701,0.5488739,9.782974,0.13278198,-0.13165283,-1.2809906,,,
11:06:28:65,-1.6014557,0.64704895,9.8715515,0.11894226,-0.16680908,-1.1829834,18.449402,-20.84961,-270.75043
11:06:28:66,-1.5344086,0.76675415,10.053513,0.12745667,-0.19664001,-1.0924377,,,
11:06:28:67,-1.3428802,0.69493103,10.091812,0.15089417,-0.23712158,-1.0104218,19.200134,-23.10028,-269.9997
11:06:28:68,-1.1537323,0.6614075,10.271378,0.15835571,-0.25735474,-0.9773865,,,
11:06:28:69,-0.9957123,0.6901398,10.297714,0.19776917,-0.24884033,-0.89004517,17.849731,-23.550415,-270.15076
11:06:28:70,-0.8784027,0.6829529,10.077454,0.21907043,-0.2190094,-0.84635925,,,
11:06:28:71,-0.77545166,0.6925354,9.790146,0.21588135,-0.16255188,-0.8016205,16.949463,-23.10028,-267.44995
11:06:28:72,-0.6581421,0.8002777,9.354401,0.19137573,-0.10395813,-0.776062,,,
11:06:28:73,-0.6318054,0.912796,9.227509,0.13598633,-0.05708313,-0.74516296,16.949463,-24.899292,-268.20068
11:06:28:74,-0.68208313,0.9702606,9.261032,0.082717896,-0.036849976,-0.72065735,,,
11:06:28:75,-0.5863037,0.91519165,9.462143,0.040100098,-0.028320312,-0.696167,18.299866,-25.050354,-268.80035
11:06:28:76,-0.68925476,0.8505554,9.754242,0.0124053955,-0.025131226,-0.66526794,,,
11:06:28:77,-0.76109314,0.75,10.046326,0.014541626,-0.011276245,-0.6205292,17.250061,-27.149963,-267.75055
11:06:28:78,-0.78263855,0.6901398,10.113373,0.043304443,-0.009155273,-0.5704651,,,
11:06:28:79,-0.72517395,0.65182495,10.383911,0.07846069,-0.042175293,-0.5097351,17.999268,-27.149963,-269.70062
11:06:28:80,-0.5456085,0.6853485,10.664032,0.14024353,-0.09223938,-0.4532776,,,
11:06:28:81,-0.19845581,0.66619873,10.568268,0.22332764,-0.10076904,-0.41067505,16.200256,-25.650024,-269.2505
11:06:28:82,-0.10267639,0.68774414,10.233078,0.27978516,-0.07093811,-0.39149475,,,
11:06:28:83,0.19180298,0.75239563,9.828461,0.30110168,-0.03364563,-0.37338257,16.499329,-26.400757,-267.44995
11:06:28:84,0.43122864,0.8505554,9.572281,0.27978516,-0.017669678,-0.3787079,,,
11:06:28:85,0.45516968,0.8840637,9.380737,0.24996948,-0.016601562,-0.4032135,16.349792,-26.550293,-267.5995
11:06:28:86,0.35940552,0.75239563,9.246658,0.19670105,0.012161255,-0.4234619,,,
11:06:28:87,0.36180115,0.6494446,9.474121,0.13278198,0.04837036,-0.43304443,17.100525,-28.050232,-267.3004
11:06:28:88,0.40249634,0.6039429,9.88353,0.096572876,0.10057068,-0.44050598,,,
11:06:28:89,0.28996277,0.49621582,10.039139,0.09869385,0.16448975,-0.45541382,16.349792,-28.799438,-269.09943
11:06:28:90,0.13195801,0.46029663,10.137314,0.12213135,0.22520447,-0.46606445,,,
11:06:28:91,-0.07394409,0.48902893,9.86676,0.1530304,0.29125977,-0.46073914,17.399597,-28.799438,-266.54968
11:06:28:92,-0.37083435,0.53211975,9.40947,0.16261292,0.32746887,-0.4490204,,,
11:06:28:93,-0.68685913,0.54649353,9.007248,0.13491821,0.33172607,-0.4223938,17.700195,-30.149841,-268.20068
11:06:28:94,-0.7993927,0.5417023,8.763031,0.080581665,0.32107544,-0.36593628,,,
11:06:28:95,-0.76586914,0.56803894,8.712753,0.018798828,0.29444885,-0.31159973,18.75,-28.9505,-268.49976
11:06:28:96,-0.6485596,0.63746643,8.849228,-0.036590576,0.23905945,-0.27537537,,,
11:06:28:97,-0.5575714,0.67578125,9.342438,-0.07814026,0.16342163,-0.24662781,19.050598,-31.05011,-267.5995
11:06:28:98,-0.6126404,0.5656433,9.854797,-0.08026123,0.1250763,-0.22105408,,,
11:06:28:99,-0.7084198,0.48902893,10.034363,-0.069610596,0.12187195,-0.20614624,17.849731,-31.350708,-268.80035
11:06:29:00,-0.72517395,0.5153656,9.861969,-0.02168274,0.14530945,-0.13369751,,,
11:06:29:01,-0.60546875,0.6350708,9.577072,-0.014221191,0.1570282,-0.0974884,19.200134,-30.45044,-268.49976
11:06:29:02,-0.5647583,0.66619873,9.373566,-0.028076172,0.1485138,-0.07191467,,,
11:06:29:03,-0.42111206,0.6350708,9.335251,-0.048309326,0.14212036,-0.057006836,17.849731,-29.849243,-268.04962
11:06:29:04,-0.43067932,0.6278839,9.404678,-0.07388306,0.12826538,-0.05380249,,,
11:06:29:05,-0.49772644,0.58958435,9.466934,-0.08239746,0.12080383,-0.05168152,,,
11:06:29:06,-0.59588623,0.52493286,9.431015,-0.10583496,0.10803223,-0.03036499,20.100403,-29.849243,-267.5995
11:06:29:07,-0.591095,0.4794464,9.454956,-0.14099121,0.103759766,-0.022918701,17.999268,-30.900574,-266.70074
11:06:29:08,-0.52645874,0.5009918,9.703964,-0.17082214,0.09738159,-0.02078247,,,
11:06:29:09,-0.39237976,0.48423767,10.230682,-0.17614746,0.08459473,-0.027175903,19.500732,-31.199646,-268.20068
11:06:29:10,-0.39717102,0.4004364,10.568268,-0.13673401,0.09524536,-0.0463562,,,
11:06:29:11,-0.6078644,0.29031372,10.664032,-0.08026123,0.105895996,-0.05593872,18.600464,-30.299377,-268.35022
11:06:29:12,-0.81614685,0.21847534,10.568268,-0.020614624,0.1293335,-0.037826538,,,
11:06:29:13,-0.9167023,0.22087097,10.297714,0.02305603,0.13891602,-0.011199951,19.500732,-28.649902,-268.20068
11:06:29:14,-1.0364227,0.18736267,9.960144,0.045440674,0.15063477,0.020767212,,,
11:06:29:15,-1.0196533,0.22566223,9.56749,0.035842896,0.13891602,0.06336975,17.100525,-29.849243,-266.54968
11:06:29:16,-0.67729187,0.34776306,9.517212,0.006011963,0.113357544,0.09213257,,,
11:06:29:17,-0.29421997,0.48423767,9.622559,-0.013153076,0.09631348,0.083618164,19.200134,-30.149841,-267.75055
11:06:29:18,-0.23675537,0.48902893,9.720718,-0.014221191,0.05795288,0.044189453,,,
11:06:29:19,-0.18887329,0.46269226,9.701569,-0.0025024414,0.033462524,0.007980347,17.700195,-30.45044,-267.75055
11:06:29:20,-0.4091339,0.3501587,9.411865,-0.005706787,0.06967163,-0.028244019,,,
11:06:29:21,-0.58869934,0.2591858,9.265823,-0.039794922,0.07926941,-0.0463562,19.799805,-30.299377,-269.09943
11:06:29:22,-0.7299652,0.18736267,9.21315,-0.07388306,0.06967163,-0.0463562,,,
11:06:29:23,-0.62461853,0.14904785,9.397507,-0.102645874,0.019607544,-0.05593872,19.34967,-29.249573,-267.5995
11:06:29:24,-0.77305603,0.06764221,9.744659,-0.106903076,-0.042175293,-0.062332153,,,
11:06:29:25,-0.82333374,-0.11909485,9.967316,-0.0973053,-0.07733154,-0.041030884,18.75,-31.199646,-267.75055
11:06:29:26,-0.8400879,-0.09037781,10.113373,-0.06642151,-0.0741272,-0.018661499,,,
11:06:29:27,-0.8903656,-0.131073,9.835632,-0.025939941,-0.06347656,0.0154418945,20.249939,-30.149841,-267.44995
11:06:29:28,-0.83291626,-0.025726318,9.500458,-0.013153076,-0.067733765,0.04525757,,,
11:06:29:29,-0.47138977,0.043701172,9.325668,-0.03340149,-0.06668091,0.062301636,18.75,-29.699707,-268.20068
11:06:29:30,-0.30378723,0.14425659,9.220322,-0.053634644,-0.053894043,0.05911255,,,
11:06:29:31,-0.22717285,0.14904785,9.177231,-0.118621826,0.047302246,0.023956299,,,
11:06:29:32,-0.33251953,0.12510681,9.239487,-0.17082214,0.103759766,0.0015869141,19.200134,-30.149841,-266.99982
11:06:29:33,-0.49293518,0.07243347,9.387924,-0.20703125,0.13146973,-0.0016021729,,,
11:06:29:34,-0.68447876,-0.018539429,9.45018,-0.22514343,0.11654663,0.009048462,18.449402,-28.9505,-268.20068
11:06:29:35,-0.6198273,0.022155762,9.569885,-0.2336731,0.066482544,0.029281616,,,
11:06:29:36,-0.52645874,0.041305542,9.699173,-0.23579407,-0.014480591,0.048461914,17.700195,-31.199646,-268.20068
11:06:29:37,-0.30618286,0.13708496,10.115753,-0.23153687,-0.095443726,0.05697632,,,
11:06:29:38,-0.239151,0.15623474,10.254623,-0.22621155,-0.16362,0.051651,20.100403,-30.299377,-267.3004
11:06:29:39,-0.08352661,0.09158325,10.690369,-0.22195435,-0.19450378,0.03353882,,,
11:06:29:40,-0.13380432,-0.09037781,11.080627,-0.20703125,-0.16362,0.025024414,19.200134,-30.45044,-266.99982
11:06:29:41,-0.10028076,-0.20768738,11.185974,-0.1633606,-0.10183716,0.029281616,,,
11:06:29:42,0.055343628,-0.2675476,11.195541,-0.12181091,-0.072006226,0.02609253,18.75,-30.45044,-265.95
11:06:29:43,0.14631653,-0.38485718,11.140472,-0.07600403,-0.06135559,0.0154418945,,,
11:06:29:44,0.4407959,-0.4734497,11.059082,-0.028076172,-0.05708313,5.187988E-4,20.100403,-29.55017,-267.3004
11:06:29:45,0.55332947,-0.46147156,11.027954,0.013473511,-0.08477783,-0.028244019,,,
11:06:29:46,0.6634674,-0.5141449,10.893875,0.051818848,-0.11781311,-0.07723999,19.34967,-30.299377,-268.04962
11:06:29:47,0.59402466,-0.6697693,10.745438,0.06567383,-0.13697815,-0.12944031,,,
11:06:29:48,0.4767151,-0.7008972,10.704727,0.07418823,-0.11993408,-0.16673279,18.600464,-30.299377,-265.80048
11:06:29:49,0.22053528,-0.6985016,10.759796,0.08378601,-0.10821533,-0.18803406,,,
11:06:29:50,0.18461609,-0.7104645,10.7526245,0.10295105,-0.10183716,-0.19654846,18.600464,-30.299377,-265.80048
11:06:29:51,0.03378296,-0.71525574,10.664032,0.14450073,-0.09437561,-0.19975281,,,
11:06:29:52,-0.19845581,-0.6937103,10.2234955,0.17858887,-0.091171265,-0.19122314,18.75,-29.400635,-268.49976
11:06:29:53,-0.20802307,-0.62905884,10.031967,0.20309448,-0.06454468,-0.16885376,,,
11:06:29:54,-0.13140869,-0.40400696,9.589035,0.2169342,-0.015548706,-0.1560669,18.75,-30.900574,-266.70074
11:06:29:55,-0.23675537,-0.16699219,9.007248,0.21907043,0.05583191,-0.16566467,,,
11:06:29:56,-0.7563019,0.1035614,7.9777374,0.19670105,0.117614746,-0.16885376,17.849731,-30.599976,-267.3004
11:06:29:57,-1.1226044,0.21369934,7.3959503,0.108291626,0.12400818,-0.13157654,,,
11:06:29:58,-1.2471161,0.29270935,7.161316,0.06781006,0.09631348,-0.10920715,17.999268,-30.149841,-268.49976
11:06:29:59,-1.3428802,0.43156433,6.953018,-0.03552246,-0.028320312,-0.049545288,,,
11:06:29:60,-1.4434357,0.48902893,7.245117,-0.14738464,-0.2190094,0.022888184,18.449402,-30.45044,-266.99982
11:06:29:61,-1.3787842,0.3884735,8.152512,-0.23153687,-0.39691162,0.11450195,,,
11:06:29:62,-1.0723267,0.48184204,9.012039,-0.27841187,-0.5492401,0.21144104,19.050598,-31.350708,-267.3004
11:06:29:63,-0.48095703,0.67099,9.897888,-0.28692627,-0.7196808,0.29026794,,,
11:06:29:64,0.14871216,0.82901,10.400665,-0.2144928,-0.75057983,0.31584167,17.999268,-31.64978,-267.75055
11:06:29:65,0.4407959,1.0564575,10.49884,-0.1441803,-0.5907898,0.25831604,,,
11:06:29:66,0.3713684,1.3964233,10.216324,-0.116485596,-0.38945007,0.18588257,17.700195,-28.649902,-267.44995
11:06:29:67,-0.17689514,1.5233154,9.4956665,-0.14099121,-0.16680908,0.107040405,,,
11:06:29:68,-0.95262146,1.532898,9.079071,-0.23153687,0.02281189,0.08894348,17.399597,-29.249573,-265.80048
11:06:29:69,-1.6253967,1.556839,9.174835,-0.3444519,0.07499695,0.123031616,,,
11:06:29:70,-2.0156403,1.4347382,9.811691,-0.4094391,0.027069092,0.20611572,17.849731,-30.299377,-266.54968
11:06:29:71,-2.164093,1.2910767,10.647278,-0.4147644,-0.022994995,0.25938416,,,
11:06:29:72,-1.9797363,1.2767181,11.439758,-0.3167572,-0.26800537,0.4234314,17.999268,-28.9505,-266.70074
11:06:29:73,-1.6924286,1.2144623,11.786911,-0.19212341,-0.37026978,0.51397705,,,
11:06:29:74,-1.5918732,1.1977081,11.784515,-0.13246155,-0.38305664,0.5533905,16.949463,-29.400635,-267.44995
11:06:29:75,-1.0843048,1.3293915,11.4014435,-0.016357422,-0.3212738,0.6524658,,,
11:06:29:76,-0.8353119,1.362915,11.051895,0.014541626,-0.24777222,0.68655396,16.949463,-28.649902,-266.99982
11:06:29:77,-0.63897705,1.3653107,10.977676,0.02519226,-0.20942688,0.6929474,,,
11:06:29:78,-0.73236084,1.2695312,10.884293,0.04437256,-0.17745972,0.6918793,16.949463,-28.9505,-268.49976
11:06:29:79,-0.88079834,1.0971527,10.879517,0.06993103,-0.17533875,0.6972046,,,
11:06:29:80,-1.065155,0.9463196,10.824448,0.10508728,-0.16467285,0.72810364,15.899658,-27.749634,-266.09955
11:06:29:81,-1.144165,0.8481598,10.482071,0.14131165,-0.105026245,0.76112366,,,
11:06:29:82,-1.2973938,0.82421875,9.864365,0.14343262,-0.009155273,0.7962799,17.100525,-27.749634,-266.54968
11:06:29:83,-1.611023,0.84336853,9.361588,0.12745667,0.033462524,0.8186493,,,
11:06:29:84,-1.8624115,0.8050537,9.261032,0.07632446,0.09524536,0.8729706,14.99939,-27.450562,-266.40015
11:06:29:85,-2.1593018,0.75,9.301727,0.017730713,0.16235352,0.975235,,,
11:06:29:86,-2.405899,0.6494446,9.526794,0.013473511,0.16767883,1.0178528,16.499329,-28.9505,-266.40015
11:06:29:87,-2.413086,0.62550354,9.775787,0.06248474,0.09310913,1.1744385,,,
11:06:29:88,-2.358017,0.59677124,9.696777,0.13491821,0.019607544,1.2735138,15.750122,-27.450562,-265.95
11:06:29:89,-2.1784515,0.6733856,9.435806,0.19563293,-0.06880188,1.3629913,,,
11:06:29:90,-1.9222717,0.78590393,9.083862,0.22120667,-0.095443726,1.4333038,14.399719,-25.79956,-266.85028
11:06:29:91,-1.8193207,0.8218231,8.940201,0.21588135,-0.09223938,1.4567413,,,
11:06:29:92,-1.6756744,0.94392395,8.652908,0.14131165,0.014282227,1.5121307,15.750122,-25.950623,-266.99982
11:06:29:93,-1.7666473,0.89364624,8.600235,0.0635376,0.12080383,1.5408936,,,
11:06:29:94,-2.132965,0.8768921,8.815704,0.026260376,0.15916443,1.5547485,14.250183,-26.400757,-265.6494
11:06:29:95,-2.4753418,0.6829529,9.086258,-0.027008057,0.18365479,1.6069336,,,
11:06:29:96,-2.6884155,0.52493286,9.277786,-0.039794922,0.14318848,1.7326355,15.899658,-25.050354,-266.09955
11:06:29:97,-2.7985535,0.44114685,9.404678,-0.02168274,0.06434631,1.8327789,,,
11:06:29:98,-2.7362976,0.29748535,9.636917,0.013473511,-0.051757812,1.9371643,15.899658,-24.00055,-267.3004
11:06:29:99,-2.5040588,0.24720764,9.857193,0.037979126,-0.11248779,1.9872437,,,
11:06:30:00,-2.140152,0.20890808,9.869156,0.10083008,-0.20942688,2.0681915,15.750122,-24.899292,-267.44995
11:06:30:01,-1.9007263,0.165802,10.072662,0.14556885,-0.28611755,2.1257172,,,
11:06:30:02,-1.6493378,0.03173828,10.149277,0.20202637,-0.28079224,2.1832428,15.449524,-21.899414,-267.75055
11:06:30:03,-1.4075165,0.022155762,10.055908,0.21800232,-0.2467041,2.1917725,,,
11:06:30:04,-1.306961,0.14425659,9.895493,0.22439575,-0.15934753,2.1917725,16.65039,-21.749878,-266.09955
11:06:30:05,-1.2375336,0.13468933,9.782974,0.19989014,-0.05921936,2.171524,,,
11:06:30:06,-1.2542877,0.08441162,9.658463,0.16687012,-0.0027618408,2.1427612,14.99939,-20.399475,-269.70062
11:06:30:07,-1.5799103,0.019760132,9.5794525,0.11148071,0.024932861,2.1076202,,,
11:06:30:08,-1.9653625,-0.10473633,9.7135315,0.055023193,0.039855957,2.0969543,17.250061,-21.150208,-267.75055
11:06:30:09,-2.1664886,-0.3297882,10.02478,0.0124053955,0.04197693,2.1118774,,,
11:06:30:10,-2.3843536,-0.5045624,10.3025055,-3.6621094E-4,0.04411316,2.1395721,15.600586,-19.050598,-269.09943
11:06:30:11,-2.50885,-0.6338501,10.503616,0.016677856,0.052627563,2.1757965,,,
11:06:30:12,-2.5375824,-0.7344055,10.649673,0.05076599,0.02067566,2.216278,18.449402,-17.849731,-268.49976
11:06:30:13,-2.460968,-0.7559509,10.683182,0.096572876,-0.018737793,2.2535553,,,
11:06:30:14,-2.1377563,-0.7224426,10.707123,0.12213135,-0.03791809,2.2695312,16.349792,-15.750122,-269.40002
11:06:30:15,-1.9222717,-0.67933655,10.613754,0.17539978,-0.04963684,2.2631378,,,
11:06:30:16,-1.8672028,-0.68652344,10.465317,0.17965698,-0.02619934,2.2386475,18.600464,-14.700317,-269.40002
11:06:30:17,-1.9414215,-0.6817322,10.309692,0.15089417,0.026000977,2.2045593,,,
11:06:30:18,-2.1281738,-0.7224426,10.405457,0.10083008,0.05369568,2.1800537,17.999268,-14.399719,-272.99957
11:06:30:19,-2.267044,-0.8684845,10.843597,0.06781006,0.080337524,2.168335,,,
11:06:30:20,-2.3915405,-1.0887451,11.281738,0.06993103,0.103759766,2.1725922,19.050598,-14.700317,-271.3501
11:06:30:21,-2.5232239,-1.2156525,11.669601,0.11894226,0.10696411,2.18219,,,
11:06:30:22,-2.6716614,-1.36409,11.695938,0.20309448,0.103759766,2.2109375,19.500732,-12.600708,-270.75043
11:06:30:23,-2.7171478,-1.4311218,11.399048,0.29577637,0.09310913,2.2524872,,,
11:06:30:24,-2.5256195,-1.3616943,10.896271,0.37034607,0.06434631,2.296173,20.249939,-11.099243,-271.80023
11:06:30:25,-2.2526703,-1.2276154,10.326447,0.4076233,0.031326294,2.3195953,,,
11:06:30:26,-1.9007263,-1.1533966,9.974503,0.40229797,-0.0016937256,2.3259888,21.44928,-11.099243,-271.0495
11:06:30:27,-1.5080719,-1.1055145,9.902679,0.37353516,-0.04963684,2.3100128,,,
11:06:30:28,-0.9167023,-0.95947266,10.297714,0.3522339,-0.11035156,2.2567444,22.799683,-10.2005005,-273.89984
11:06:30:29,-0.68685913,-0.85173035,10.582626,0.36714172,-0.10821533,2.1640778,,,
